municipio_distrito;fecha_informe;casos_confirmados_P60mas_ultimos_14dias;tasa_incidencia_acumulada_P60mas_ultimos_14dias;codigo_geometria
Villaviciosa de Odón;2022/11/15 10:41:00;12;162,76;1816
Camarma de Esteruelas;2022/11/15 10:41:00;;161,94;323
Robledo de Chavela;2022/11/15 10:41:00;9;767,26;1258
Patones;2022/11/15 10:41:00;;0;1071
Navalagamella;2022/11/15 10:41:00;;383,88;954
Rascafría;2022/11/15 10:41:00;;168,63;1202
El Boalo;2022/11/15 10:41:00;7;501,79;231
Majadahonda;2022/11/15 10:41:00;54;331,27;800
Batres;2022/11/15 10:41:00;;529,1;170
Alcobendas;2022/11/15 10:41:00;86;333,9;66
Alcalá de Henares;2022/11/15 10:41:00;135;278,97;53
Colmenar Viejo;2022/11/15 10:41:00;38;378,56;455
San Fernando de Henares;2022/11/15 10:41:00;32;359,55;1300
Villalbilla;2022/11/15 10:41:00;;89,53;1723
El Escorial;2022/11/15 10:41:00;10;236,85;549
Colmenar del Arroyo;2022/11/15 10:41:00;;0;421
Torrejón de Ardoz;2022/11/15 10:41:00;37;136,33;1489
Piñuécar-Gandullas;2022/11/15 10:41:00;;0;1147
Brea de Tajo;2022/11/15 10:41:00;;0;259
El Molar;2022/11/15 10:41:00;;190,48;869
Belmonte de Tajo;2022/11/15 10:41:00;;236,97;199
Torres de la Alameda;2022/11/15 10:41:00;;320,92;1548
Somosierra;2022/11/15 10:41:00;;0;1436
Alpedrete;2022/11/15 10:41:00;6;207,61;105
Orusco de Tajuña;2022/11/15 10:41:00;;289,86;1028
La Hiruela;2022/11/15 10:41:00;;0;698
Cervera de Buitrago;2022/11/15 10:41:00;;0;395
Getafe;2022/11/15 10:41:00;148;330,02;650
Ribatejada;2022/11/15 10:41:00;;0;1224
Villaconejos;2022/11/15 10:41:00;;119,05;1701
Valdetorres de Jarama;2022/11/15 10:41:00;;191,39;1646
Pozuelo de Alarcón;2022/11/15 10:41:00;62;296,99;1150
Madrid-Retiro;2022/11/08 10:41:00;86;219,92;79603
Madrid-Salamanca;2022/11/08 10:41:00;78;176,51;79604
Madrid-Centro;2022/11/08 10:41:00;71;236,97;79601
Madrid-Arganzuela;2022/11/08 10:41:00;132;320,51;79602
Madrid-Chamartín;2022/11/08 10:41:00;134;309,14;79605
Madrid-Tetuán;2022/11/08 10:41:00;98;246,05;79606
Madrid-Chamberí;2022/11/08 10:41:00;91;215,24;79607
Madrid-Fuencarral-El Pardo;2022/11/08 10:41:00;166;252,15;79608
Madrid-Moncloa-Aravaca;2022/11/08 10:41:00;99;290,68;79609
Madrid-Latina;2022/11/08 10:41:00;208;288,14;79610
Madrid-Carabanchel;2022/11/08 10:41:00;136;218,71;79611
Madrid-Usera;2022/11/08 10:41:00;53;169,45;79612
Madrid-Puente de Vallecas;2022/11/08 10:41:00;181;316,43;79613
Madrid-San Blas - Canillejas;2022/11/08 10:41:00;104;274,49;79620
Madrid-Barajas;2022/11/08 10:41:00;34;294,04;79621
Madrid-Moratalaz;2022/11/08 10:41:00;113;365,85;79614
Madrid-Ciudad Lineal;2022/11/08 10:41:00;164;258,88;79615
Madrid-Hortaleza;2022/11/08 10:41:00;128;274,46;79616
Madrid-Villaverde;2022/11/08 10:41:00;90;264,32;79617
Madrid-Villa de Vallecas;2022/11/08 10:41:00;67;333,63;79618
Madrid-Vicálvaro;2022/11/08 10:41:00;39;269,65;79619
Alcorcón;2022/11/08 10:41:00;121;260,28;72
Navalcarnero;2022/11/08 10:41:00;10;198,77;967
San Agustín del Guadalix;2022/11/08 10:41:00;9;435,62;1296
Las Rozas de Madrid;2022/11/08 10:41:00;34;181,44;1277
Moraleja de Enmedio;2022/11/08 10:41:00;;387,97;894
Valdaracete;2022/11/08 10:41:00;;0;1551
Pozuelo del Rey;2022/11/08 10:41:00;;555,56;1163
Puebla de la Sierra;2022/11/08 10:41:00;;0;1185
Perales de Tajuña;2022/11/08 10:41:00;;145,56;1104
Valdemorillo;2022/11/08 10:41:00;;191,35;1603
Navalafuente;2022/11/08 10:41:00;;0;941
Velilla de San Antonio;2022/11/08 10:41:00;12;641,37;1678
Villanueva de la Cañada;2022/11/08 10:41:00;7;183,29;1760
Villanueva del Pardillo;2022/11/08 10:41:00;10;463,39;1776
Nuevo Baztán;2022/11/08 10:41:00;;291,55;1006
Villamantilla;2022/11/08 10:41:00;;416,67;1757
Villamanta;2022/11/08 10:41:00;;286,53;1744
Cabanillas de la Sierra;2022/11/08 10:41:00;;529,1;297
Cenicientos;2022/11/08 10:41:00;7;1018,92;376
Puentes Viejas;2022/11/08 10:41:00;;0;9020
Aranjuez;2022/11/08 10:41:00;32;236,09;133
Cercedilla;2022/11/08 10:41:00;9;504,2;382
Santorcaz;2022/11/08 10:41:00;;438,6;1369
Coslada;2022/11/08 10:41:00;119;510,47;493
Morata de Tajuña;2022/11/08 10:41:00;;164,29;915
Robregordo;2022/11/08 10:41:00;;0;1261
Navarredonda y San Mamés;2022/11/08 10:41:00;;1724,14;973
Venturada;2022/11/08 10:41:00;;0;1697
Navacerrada;2022/11/08 10:41:00;8;988,88;936
Montejo de la Sierra;2022/11/08 10:41:00;;0;881
Fresno de Torote;2022/11/08 10:41:00;;0;571
Pinilla del Valle;2022/11/08 10:41:00;;0;1126
Valdemaqueda;2022/11/08 10:41:00;;840,34;1599
Navas del Rey;2022/11/08 10:41:00;;407,61;992
Olmeda de las Fuentes;2022/11/08 10:41:00;;2702,7;1013
Bustarviejo;2022/11/08 10:41:00;;171,82;284
Becerril de la Sierra;2022/11/08 10:41:00;;292,61;186
Fuenlabrada;2022/11/08 10:41:00;165;379,4;587
Garganta de los Montes;2022/11/08 10:41:00;;0;626
Pinto;2022/11/08 10:41:00;33;349,65;1132
Alameda del Valle;2022/11/08 10:41:00;;0;35
Berzosa del Lozoya;2022/11/08 10:41:00;;0;203
Los Santos de la Humosa;2022/11/08 10:41:00;;249,38;1375
El Álamo;2022/11/08 10:41:00;;177,07;40
Pelayos de la Presa;2022/11/08 10:41:00;;140,45;1090
Galapagar;2022/11/08 10:41:00;9;129,61;611
Griñón;2022/11/08 10:41:00;;226,86;663
Gargantilla del Lozoya y Pinilla de Buitrago;2022/11/08 10:41:00;;0;632
Aldea del Fresno;2022/11/08 10:41:00;;0;88
Carabaña;2022/11/08 10:41:00;;204,92;357
Talamanca de Jarama;2022/11/08 10:41:00;;137,74;1454
Chapinería;2022/11/08 10:41:00;;553,51;513
Ciempozuelos;2022/11/08 10:41:00;24;482,7;409
Ajalvir;2022/11/08 10:41:00;;279,72;29
San Lorenzo de El Escorial;2022/11/08 10:41:00;9;200,31;1317
Gascones;2022/11/08 10:41:00;;4255,32;647
San Martín de la Vega;2022/11/08 10:41:00;6;199,27;1322
Móstoles;2022/11/08 10:41:00;203;351,56;920
Leganés;2022/11/08 10:41:00;194;372,05;745
Braojos;2022/11/08 10:41:00;;0;246
Cubas de la Sagra;2022/11/08 10:41:00;;0;506
Algete;2022/11/08 10:41:00;10;242,13;91
Mejorada del Campo;2022/11/08 10:41:00;18;386,93;843
Loeches;2022/11/08 10:41:00;;170,94;758
Parla;2022/11/08 10:41:00;40;176,36;1065
Fuentidueña de Tajo;2022/11/08 10:41:00;;526,32;604
Ambite;2022/11/08 10:41:00;;1190,48;112
Torremocha de Jarama;2022/11/08 10:41:00;;0;1533
Anchuelo;2022/11/08 10:41:00;;0;127
Los Molinos;2022/11/08 10:41:00;6;491,4;875
Soto del Real;2022/11/08 10:41:00;7;325,73;1441
Valverde de Alcalá;2022/11/08 10:41:00;;0;1662
Fuente el Saz de Jarama;2022/11/08 10:41:00;;0;590
Horcajo de la Sierra-Aoslos;2022/11/08 10:41:00;;4081,63;702
Valdeolmos-Alalpardo;2022/11/08 10:41:00;;151,52;1625
Campo Real;2022/11/08 10:41:00;;0;339
Valdeavero;2022/11/08 10:41:00;;1286,17;1564
Villamanrique de Tajo;2022/11/08 10:41:00;;938,97;1739
Cobeña;2022/11/08 10:41:00;;377;416
Fresnedillas de la Oliva;2022/11/08 10:41:00;;0;565
Valdilecha;2022/11/08 10:41:00;;327,33;1659
El Berrueco;2022/11/08 10:41:00;;401,61;210
Pezuela de las Torres;2022/11/08 10:41:00;;392,16;1111
Villar del Olmo;2022/11/08 10:41:00;;445,43;1795
Guadarrama;2022/11/08 10:41:00;9;234,31;685
San Martín de Valdeiglesias;2022/11/08 10:41:00;;177,78;1338
Torrelodones;2022/11/08 10:41:00;;62,16;1527
Boadilla del Monte;2022/11/08 10:41:00;18;197,48;225
Torrejón de Velasco;2022/11/08 10:41:00;;609,76;1505
Villanueva de Perales;2022/11/08 10:41:00;;357,14;1782
Tielmes;2022/11/08 10:41:00;;165,56;1467
San Sebastián de los Reyes;2022/11/08 10:41:00;41;223,43;1343
Guadalix de la Sierra;2022/11/08 10:41:00;;155,88;679
Humanes de Madrid;2022/11/08 10:41:00;11;389,79;730
Chinchón;2022/11/08 10:41:00;;138,89;528
Cadalso de los Vidrios;2022/11/08 10:41:00;;111,86;318
Hoyo de Manzanares;2022/11/08 10:41:00;;53,08;724
Torrejón de la Calzada;2022/11/08 10:41:00;6;398,14;1492
Estremera;2022/11/08 10:41:00;;961,54;552
Corpa;2022/11/08 10:41:00;;0;480
Meco;2022/11/08 10:41:00;;243,07;838
Madarcos;2022/11/08 10:41:00;;0;783
Zarzalejo;2022/11/08 10:41:00;;950,12;1837
Arganda del Rey;2022/11/08 10:41:00;24;236,31;148
Collado Mediano;2022/11/08 10:41:00;7;452,49;468
Daganzo de Arriba;2022/11/08 10:41:00;;79,11;534
Manzanares El Real;2022/11/08 10:41:00;6;358,21;822
Buitrago del Lozoya;2022/11/08 10:41:00;;209,64;278
Valdelaguna;2022/11/08 10:41:00;;427,35;1570
Valdepiélagos;2022/11/08 10:41:00;;775,19;1631
Casarrubuelos;2022/11/08 10:41:00;;154,8;360
Miraflores de la Sierra;2022/11/08 10:41:00;9;649,82;856
Paracuellos de Jarama;2022/11/08 10:41:00;9;301,71;1049
El Vellón;2022/11/08 10:41:00;;233,1;1684
Lozoya;2022/11/08 10:41:00;;0;761
Collado Villalba;2022/11/08 10:41:00;35;265,59;474
Colmenarejo;2022/11/08 10:41:00;;180,94;442
Villavieja del Lozoya;2022/11/08 10:41:00;;0;1821
Prádena del Rincón;2022/11/08 10:41:00;;0;1179
La Cabrera;2022/11/08 10:41:00;;468,75;301
Sevilla la Nueva;2022/11/08 10:41:00;6;404,04;1415
La Acebeda;2022/11/08 10:41:00;;0;14
Redueña;2022/11/08 10:41:00;;0;1219
Robledillo de la Jara;2022/11/08 10:41:00;;0;1245
La Serna del Monte;2022/11/08 10:41:00;;0;1381
Colmenar de Oreja;2022/11/08 10:41:00;;95,6;437
Rozas de Puerto Real;2022/11/08 10:41:00;;0;1283
Valdemanco;2022/11/08 10:41:00;;0;1586
Brunete;2022/11/08 10:41:00;9;481,8;262
Titulcia;2022/11/08 10:41:00;;0;1473
Villa del Prado;2022/11/08 10:41:00;7;441,36;1718
Lozoyuela-Navas-Sieteiglesias;2022/11/08 10:41:00;;552,49;9015
Quijorna;2022/11/08 10:41:00;;168,63;1198
Valdemoro;2022/11/08 10:41:00;48;437,16;1610
Tres Cantos;2022/11/08 10:41:00;34;338,17;9036
Torrelaguna;2022/11/08 10:41:00;6;553,51;1512
Rivas-Vaciamadrid;2022/11/08 10:41:00;31;225,75;1230
El Atazar;2022/11/08 10:41:00;;0;164
Pedrezuela;2022/11/08 10:41:00;;422,83;1087
Santa María de la Alameda;2022/11/08 10:41:00;;1025,64;1356
Horcajuelo de la Sierra;2022/11/08 10:41:00;;0;719
Arroyomolinos;2022/11/08 10:41:00;12;373,37;151
Moralzarzal;2022/11/08 10:41:00;;159,05;908
Canencia;2022/11/08 10:41:00;;0;344
Villarejo de Salvanés;2022/11/08 10:41:00;9;518,43;1809
Serranillos del Valle;2022/11/08 10:41:00;;398,41;1408
Villaviciosa de Odón;2022/11/08 10:41:00;9;122,07;1816
Camarma de Esteruelas;2022/11/08 10:41:00;;80,97;323
Robledo de Chavela;2022/11/08 10:41:00;10;852,51;1258
Patones;2022/11/08 10:41:00;;534,76;1071
Navalagamella;2022/11/08 10:41:00;;0;954
Rascafría;2022/11/08 10:41:00;;0;1202
El Boalo;2022/11/08 10:41:00;7;501,79;231
Majadahonda;2022/11/08 10:41:00;51;312,86;800
Batres;2022/11/08 10:41:00;;0;170
Alcobendas;2022/11/08 10:41:00;69;267,9;66
Alcalá de Henares;2022/11/08 10:41:00;141;291,36;53
Colmenar Viejo;2022/11/08 10:41:00;32;318,79;455
San Fernando de Henares;2022/11/08 10:41:00;32;359,55;1300
Villalbilla;2022/11/08 10:41:00;;89,53;1723
El Escorial;2022/11/08 10:41:00;7;165,8;549
Colmenar del Arroyo;2022/11/08 10:41:00;;0;421
Torrejón de Ardoz;2022/11/08 10:41:00;45;165,8;1489
Piñuécar-Gandullas;2022/11/08 10:41:00;;0;1147
Brea de Tajo;2022/11/08 10:41:00;;0;259
El Molar;2022/11/08 10:41:00;;0;869
Belmonte de Tajo;2022/11/08 10:41:00;;473,93;199
Torres de la Alameda;2022/11/08 10:41:00;;192,55;1548
Somosierra;2022/11/08 10:41:00;;0;1436
Alpedrete;2022/11/08 10:41:00;;138,41;105
Orusco de Tajuña;2022/11/08 10:41:00;;289,86;1028
La Hiruela;2022/11/08 10:41:00;;0;698
Cervera de Buitrago;2022/11/08 10:41:00;;0;395
Getafe;2022/11/08 10:41:00;194;432,59;650
Ribatejada;2022/11/08 10:41:00;;0;1224
Villaconejos;2022/11/08 10:41:00;;119,05;1701
Valdetorres de Jarama;2022/11/08 10:41:00;;0;1646
Pozuelo de Alarcón;2022/11/08 10:41:00;58;277,83;1150
Madrid-Retiro;2022/11/02 10:40:00;82;209,69;79603
Madrid-Salamanca;2022/11/02 10:40:00;84;190,09;79604
Madrid-Centro;2022/11/02 10:40:00;62;206,94;79601
Madrid-Arganzuela;2022/11/02 10:40:00;122;296,23;79602
Madrid-Chamartín;2022/11/02 10:40:00;129;297,61;79605
Madrid-Tetuán;2022/11/02 10:40:00;97;243,54;79606
Madrid-Chamberí;2022/11/02 10:40:00;88;208,14;79607
Madrid-Fuencarral-El Pardo;2022/11/02 10:40:00;158;239,99;79608
Madrid-Moncloa-Aravaca;2022/11/02 10:40:00;98;287,74;79609
Madrid-Latina;2022/11/02 10:40:00;194;268,74;79610
Madrid-Carabanchel;2022/11/02 10:40:00;180;289,46;79611
Madrid-Usera;2022/11/02 10:40:00;58;185,43;79612
Madrid-Puente de Vallecas;2022/11/02 10:40:00;183;319,92;79613
Madrid-San Blas - Canillejas;2022/11/02 10:40:00;101;266,57;79620
Madrid-Barajas;2022/11/02 10:40:00;46;397,82;79621
Madrid-Moratalaz;2022/11/02 10:40:00;98;317,29;79614
Madrid-Ciudad Lineal;2022/11/02 10:40:00;171;269,93;79615
Madrid-Hortaleza;2022/11/02 10:40:00;144;308,77;79616
Madrid-Villaverde;2022/11/02 10:40:00;94;276,06;79617
Madrid-Villa de Vallecas;2022/11/02 10:40:00;58;288,82;79618
Madrid-Vicálvaro;2022/11/02 10:40:00;54;373,37;79619
Alcorcón;2022/11/02 10:40:00;138;296,85;72
Navalcarnero;2022/11/02 10:40:00;9;178,89;967
San Agustín del Guadalix;2022/11/02 10:40:00;;242,01;1296
Las Rozas de Madrid;2022/11/02 10:40:00;35;186,78;1277
Moraleja de Enmedio;2022/11/02 10:40:00;;484,97;894
Valdaracete;2022/11/02 10:40:00;;546,45;1551
Pozuelo del Rey;2022/11/02 10:40:00;;555,56;1163
Puebla de la Sierra;2022/11/02 10:40:00;;0;1185
Perales de Tajuña;2022/11/02 10:40:00;;145,56;1104
Valdemorillo;2022/11/02 10:40:00;;114,81;1603
Navalafuente;2022/11/02 10:40:00;;0;941
Velilla de San Antonio;2022/11/02 10:40:00;11;587,92;1678
Villanueva de la Cañada;2022/11/02 10:40:00;;130,92;1760
Villanueva del Pardillo;2022/11/02 10:40:00;8;370,71;1776
Nuevo Baztán;2022/11/02 10:40:00;;218,66;1006
Villamantilla;2022/11/02 10:40:00;;833,33;1757
Villamanta;2022/11/02 10:40:00;;286,53;1744
Cabanillas de la Sierra;2022/11/02 10:40:00;;529,1;297
Cenicientos;2022/11/02 10:40:00;;582,24;376
Puentes Viejas;2022/11/02 10:40:00;;0;9020
Aranjuez;2022/11/02 10:40:00;46;339,38;133
Cercedilla;2022/11/02 10:40:00;7;392,16;382
Santorcaz;2022/11/02 10:40:00;;0;1369
Coslada;2022/11/02 10:40:00;137;587,68;493
Morata de Tajuña;2022/11/02 10:40:00;;109,53;915
Robregordo;2022/11/02 10:40:00;;0;1261
Navarredonda y San Mamés;2022/11/02 10:40:00;;0;973
Venturada;2022/11/02 10:40:00;;218,34;1697
Navacerrada;2022/11/02 10:40:00;9;1112,48;936
Montejo de la Sierra;2022/11/02 10:40:00;;0;881
Fresno de Torote;2022/11/02 10:40:00;;0;571
Pinilla del Valle;2022/11/02 10:40:00;;0;1126
Valdemaqueda;2022/11/02 10:40:00;;1260,5;1599
Navas del Rey;2022/11/02 10:40:00;;271,74;992
Olmeda de las Fuentes;2022/11/02 10:40:00;;0;1013
Bustarviejo;2022/11/02 10:40:00;;171,82;284
Becerril de la Sierra;2022/11/02 10:40:00;;219,46;186
Fuenlabrada;2022/11/02 10:40:00;168;386,3;587
Garganta de los Montes;2022/11/02 10:40:00;;0;626
Pinto;2022/11/02 10:40:00;30;317,86;1132
Alameda del Valle;2022/11/02 10:40:00;;0;35
Berzosa del Lozoya;2022/11/02 10:40:00;;0;203
Los Santos de la Humosa;2022/11/02 10:40:00;;0;1375
El Álamo;2022/11/02 10:40:00;;88,53;40
Pelayos de la Presa;2022/11/02 10:40:00;;421,35;1090
Galapagar;2022/11/02 10:40:00;10;144,01;611
Griñón;2022/11/02 10:40:00;6;272,23;663
Gargantilla del Lozoya y Pinilla de Buitrago;2022/11/02 10:40:00;;0;632
Aldea del Fresno;2022/11/02 10:40:00;;129,87;88
Carabaña;2022/11/02 10:40:00;;819,67;357
Talamanca de Jarama;2022/11/02 10:40:00;6;826,45;1454
Chapinería;2022/11/02 10:40:00;;553,51;513
Ciempozuelos;2022/11/02 10:40:00;20;402,25;409
Ajalvir;2022/11/02 10:40:00;;419,58;29
San Lorenzo de El Escorial;2022/11/02 10:40:00;11;244,83;1317
Gascones;2022/11/02 10:40:00;;0;647
San Martín de la Vega;2022/11/02 10:40:00;;132,85;1322
Móstoles;2022/11/02 10:40:00;192;332,51;920
Leganés;2022/11/02 10:40:00;237;454,52;745
Braojos;2022/11/02 10:40:00;;0;246
Cubas de la Sagra;2022/11/02 10:40:00;;101,42;506
Algete;2022/11/02 10:40:00;10;242,13;91
Mejorada del Campo;2022/11/02 10:40:00;11;236,46;843
Loeches;2022/11/02 10:40:00;6;512,82;758
Parla;2022/11/02 10:40:00;36;158,72;1065
Fuentidueña de Tajo;2022/11/02 10:40:00;;350,88;604
Ambite;2022/11/02 10:40:00;;0;112
Torremocha de Jarama;2022/11/02 10:40:00;;0;1533
Anchuelo;2022/11/02 10:40:00;;0;127
Los Molinos;2022/11/02 10:40:00;8;655,2;875
Soto del Real;2022/11/02 10:40:00;11;511,87;1441
Valverde de Alcalá;2022/11/02 10:40:00;;0;1662
Fuente el Saz de Jarama;2022/11/02 10:40:00;;71,58;590
Horcajo de la Sierra-Aoslos;2022/11/02 10:40:00;;0;702
Valdeolmos-Alalpardo;2022/11/02 10:40:00;;454,55;1625
Campo Real;2022/11/02 10:40:00;;175,59;339
Valdeavero;2022/11/02 10:40:00;;1286,17;1564
Villamanrique de Tajo;2022/11/02 10:40:00;;1408,45;1739
Cobeña;2022/11/02 10:40:00;;282,75;416
Fresnedillas de la Oliva;2022/11/02 10:40:00;;0;565
Valdilecha;2022/11/02 10:40:00;;163,67;1659
El Berrueco;2022/11/02 10:40:00;;401,61;210
Pezuela de las Torres;2022/11/02 10:40:00;;392,16;1111
Villar del Olmo;2022/11/02 10:40:00;;445,43;1795
Guadarrama;2022/11/02 10:40:00;10;260,35;685
San Martín de Valdeiglesias;2022/11/02 10:40:00;;177,78;1338
Torrelodones;2022/11/02 10:40:00;6;124,33;1527
Boadilla del Monte;2022/11/02 10:40:00;22;241,36;225
Torrejón de Velasco;2022/11/02 10:40:00;;487,8;1505
Villanueva de Perales;2022/11/02 10:40:00;7;2500;1782
Tielmes;2022/11/02 10:40:00;;331,13;1467
San Sebastián de los Reyes;2022/11/02 10:40:00;53;288,83;1343
Guadalix de la Sierra;2022/11/02 10:40:00;;233,83;679
Humanes de Madrid;2022/11/02 10:40:00;12;425,23;730
Chinchón;2022/11/02 10:40:00;;0;528
Cadalso de los Vidrios;2022/11/02 10:40:00;;223,71;318
Hoyo de Manzanares;2022/11/02 10:40:00;;53,08;724
Torrejón de la Calzada;2022/11/02 10:40:00;;132,71;1492
Estremera;2022/11/02 10:40:00;9;2163,46;552
Corpa;2022/11/02 10:40:00;;0;480
Meco;2022/11/02 10:40:00;7;340,3;838
Madarcos;2022/11/02 10:40:00;;0;783
Zarzalejo;2022/11/02 10:40:00;;1187,65;1837
Arganda del Rey;2022/11/02 10:40:00;25;246,16;148
Collado Mediano;2022/11/02 10:40:00;;323,21;468
Daganzo de Arriba;2022/11/02 10:40:00;;395,57;534
Manzanares El Real;2022/11/02 10:40:00;;298,51;822
Buitrago del Lozoya;2022/11/02 10:40:00;;0;278
Valdelaguna;2022/11/02 10:40:00;;854,7;1570
Valdepiélagos;2022/11/02 10:40:00;;0;1631
Casarrubuelos;2022/11/02 10:40:00;;0;360
Miraflores de la Sierra;2022/11/02 10:40:00;6;433,21;856
Paracuellos de Jarama;2022/11/02 10:40:00;;134,09;1049
El Vellón;2022/11/02 10:40:00;;699,3;1684
Lozoya;2022/11/02 10:40:00;;483,09;761
Collado Villalba;2022/11/02 10:40:00;38;288,36;474
Colmenarejo;2022/11/02 10:40:00;;241,25;442
Villavieja del Lozoya;2022/11/02 10:40:00;;0;1821
Prádena del Rincón;2022/11/02 10:40:00;;0;1179
La Cabrera;2022/11/02 10:40:00;;625;301
Sevilla la Nueva;2022/11/02 10:40:00;;202,02;1415
La Acebeda;2022/11/02 10:40:00;;0;14
Redueña;2022/11/02 10:40:00;;0;1219
Robledillo de la Jara;2022/11/02 10:40:00;;0;1245
La Serna del Monte;2022/11/02 10:40:00;;0;1381
Colmenar de Oreja;2022/11/02 10:40:00;;143,4;437
Rozas de Puerto Real;2022/11/02 10:40:00;;0;1283
Valdemanco;2022/11/02 10:40:00;;0;1586
Brunete;2022/11/02 10:40:00;14;749,46;262
Titulcia;2022/11/02 10:40:00;;0;1473
Villa del Prado;2022/11/02 10:40:00;9;567,47;1718
Lozoyuela-Navas-Sieteiglesias;2022/11/02 10:40:00;;1381,22;9015
Quijorna;2022/11/02 10:40:00;;505,9;1198
Valdemoro;2022/11/02 10:40:00;45;409,84;1610
Tres Cantos;2022/11/02 10:40:00;51;507,26;9036
Torrelaguna;2022/11/02 10:40:00;;276,75;1512
Rivas-Vaciamadrid;2022/11/02 10:40:00;26;189,34;1230
El Atazar;2022/11/02 10:40:00;;0;164
Pedrezuela;2022/11/02 10:40:00;;0;1087
Santa María de la Alameda;2022/11/02 10:40:00;8;2051,28;1356
Horcajuelo de la Sierra;2022/11/02 10:40:00;;0;719
Arroyomolinos;2022/11/02 10:40:00;13;404,48;151
Moralzarzal;2022/11/02 10:40:00;;159,05;908
Canencia;2022/11/02 10:40:00;;0;344
Villarejo de Salvanés;2022/11/02 10:40:00;9;518,43;1809
Serranillos del Valle;2022/11/02 10:40:00;;398,41;1408
Villaviciosa de Odón;2022/11/02 10:40:00;12;162,76;1816
Camarma de Esteruelas;2022/11/02 10:40:00;;0;323
Robledo de Chavela;2022/11/02 10:40:00;8;682,01;1258
Patones;2022/11/02 10:40:00;;1069,52;1071
Navalagamella;2022/11/02 10:40:00;;0;954
Rascafría;2022/11/02 10:40:00;;168,63;1202
El Boalo;2022/11/02 10:40:00;7;501,79;231
Majadahonda;2022/11/02 10:40:00;61;374,21;800
Batres;2022/11/02 10:40:00;;0;170
Alcobendas;2022/11/02 10:40:00;64;248,49;66
Alcalá de Henares;2022/11/02 10:40:00;161;332,69;53
Colmenar Viejo;2022/11/02 10:40:00;32;318,79;455
San Fernando de Henares;2022/11/02 10:40:00;32;359,55;1300
Villalbilla;2022/11/02 10:40:00;;89,53;1723
El Escorial;2022/11/02 10:40:00;10;236,85;549
Colmenar del Arroyo;2022/11/02 10:40:00;;0;421
Torrejón de Ardoz;2022/11/02 10:40:00;58;213,7;1489
Piñuécar-Gandullas;2022/11/02 10:40:00;;0;1147
Brea de Tajo;2022/11/02 10:40:00;;537,63;259
El Molar;2022/11/02 10:40:00;;0;869
Belmonte de Tajo;2022/11/02 10:40:00;;473,93;199
Torres de la Alameda;2022/11/02 10:40:00;7;449,29;1548
Somosierra;2022/11/02 10:40:00;;0;1436
Alpedrete;2022/11/02 10:40:00;6;207,61;105
Orusco de Tajuña;2022/11/02 10:40:00;;579,71;1028
La Hiruela;2022/11/02 10:40:00;;0;698
Cervera de Buitrago;2022/11/02 10:40:00;;0;395
Getafe;2022/11/02 10:40:00;233;519,56;650
Ribatejada;2022/11/02 10:40:00;;0;1224
Villaconejos;2022/11/02 10:40:00;;0;1701
Valdetorres de Jarama;2022/11/02 10:40:00;;0;1646
Pozuelo de Alarcón;2022/11/02 10:40:00;49;234,72;1150
Madrid-Retiro;2022/10/25 11:40:00;110;281,29;79603
Madrid-Salamanca;2022/10/25 11:40:00;92;208,19;79604
Madrid-Centro;2022/10/25 11:40:00;57;190,25;79601
Madrid-Arganzuela;2022/10/25 11:40:00;132;320,51;79602
Madrid-Chamartín;2022/10/25 11:40:00;113;260,69;79605
Madrid-Tetuán;2022/10/25 11:40:00;104;261,12;79606
Madrid-Chamberí;2022/10/25 11:40:00;91;215,24;79607
Madrid-Fuencarral-El Pardo;2022/10/25 11:40:00;179;271,89;79608
Madrid-Moncloa-Aravaca;2022/10/25 11:40:00;129;378,77;79609
Madrid-Latina;2022/10/25 11:40:00;211;292,29;79610
Madrid-Carabanchel;2022/10/25 11:40:00;157;252,48;79611
Madrid-Usera;2022/10/25 11:40:00;82;262,17;79612
Madrid-Puente de Vallecas;2022/10/25 11:40:00;150;262,23;79613
Madrid-San Blas - Canillejas;2022/10/25 11:40:00;104;274,49;79620
Madrid-Barajas;2022/10/25 11:40:00;57;492,95;79621
Madrid-Moratalaz;2022/10/25 11:40:00;116;375,56;79614
Madrid-Ciudad Lineal;2022/10/25 11:40:00;165;260,46;79615
Madrid-Hortaleza;2022/10/25 11:40:00;184;394,54;79616
Madrid-Villaverde;2022/10/25 11:40:00;94;276,06;79617
